8001,44,490,24781,Phường 2,phuong-2,24781
8002,44,490,24784,Phường 1,phuong-1,24784
8003,44,490,24787,Phường 6,phuong-6,24787
8004,44,490,24790,Phường 5,phuong-5,24790
8005,44,490,24793,Phường 4,phuong-4,24793
8006,44,490,24796,Phường 10,phuong-10,24796
8007,44,490,24799,Phường 11,phuong-11,24799
8008,44,490,24802,Phường 3,phuong-3,24802
8009,44,490,24805,Xã Xuân Thọ,xa-xuan-tho,24805
8010,44,490,24808,Xã Tà Nung,xa-ta-nung,24808
8011,44,490,24810,Xã Trạm Hành,xa-tram-hanh,24810
8012,44,490,24811,Xã Xuân Trường,xa-xuan-truong,24811
8013,44,491,24814,Phường Lộc Phát,phuong-loc-phat,24814
8014,44,491,24817,Phường Lộc Tiến,phuong-loc-tien,24817
8015,44,491,24820,Phường 2,phuong-2,24820
8016,44,491,24823,Phường 1,phuong-1,24823
8017,44,491,24826,Phường B\'lao,phuong-b-lao,24826
8018,44,491,24829,Phường Lộc Sơn,phuong-loc-son,24829
8019,44,491,24832,Xã Đạm Bri,xa-dam-bri,24832
8020,44,491,24835,Xã Lộc Thanh,xa-loc-thanh,24835
8021,44,491,24838,Xã Lộc Nga,xa-loc-nga,24838
8022,44,491,24841,Xã Lộc Châu,xa-loc-chau,24841
8023,44,491,24844,Xã Đại Lào,xa-dai-lao,24844
8024,44,492,24853,Xã Đạ Tông,xa-da-tong,24853
8025,44,492,24856,Xã Đạ Long,xa-da-long,24856
8026,44,492,24859,Xã Đạ M\' Rong,xa-da-m--rong,24859
8027,44,492,24874,Xã Liêng Srônh,xa-lieng-sronh,24874
8028,44,492,24875,Xã Đạ Rsal,xa-da-rsal,24875
8029,44,492,24877,Xã Rô Men,xa-ro-men,24877
8030,44,492,24886,Xã Phi Liêng,xa-phi-lieng,24886
8031,44,492,24889,Xã Đạ K\' Nàng,xa-da-k--nang,24889
8032,44,493,24846,Thị trấn Lạc Dương,thi-tran-lac-duong,24846
8033,44,493,24847,Xã Đạ Chais,xa-da-chais,24847
