4001,22,236,12538,Xã An Quí,xa-an-qui,12538
4002,22,236,12541,Xã An Thanh,xa-an-thanh,12541
4003,22,236,12547,Xã An Vũ,xa-an-vu,12547
4004,22,236,12550,Xã An Lễ,xa-an-le,12550
4005,22,236,12553,Xã Quỳnh Hưng,xa-quynh-hung,12553
4006,22,236,12556,Xã Quỳnh Bảo,xa-quynh-bao,12556
4007,22,236,12559,Xã An Mỹ,xa-an-my,12559
4008,22,236,12562,Xã Quỳnh Nguyên,xa-quynh-nguyen,12562
4009,22,236,12565,Xã An Vinh,xa-an-vinh,12565
4010,22,236,12568,Xã Quỳnh Xá,xa-quynh-xa,12568
4011,22,236,12571,Xã An Dục,xa-an-duc,12571
4012,22,236,12574,Xã Đông Hải,xa-dong-hai,12574
4013,22,236,12577,Xã Quỳnh Trang,xa-quynh-trang,12577
4014,22,236,12580,Xã An Tràng,xa-an-trang,12580
4015,22,236,12583,Xã Đồng Tiến,xa-dong-tien,12583
4016,22,237,12586,Thị trấn Hưng Hà,thi-tran-hung-ha,12586
4017,22,237,12589,Xã Điệp Nông,xa-diep-nong,12589
4018,22,237,12592,Xã Tân Lễ,xa-tan-le,12592
4019,22,237,12595,Xã Cộng Hòa,xa-cong-hoa,12595
4020,22,237,12598,Xã Dân Chủ,xa-dan-chu,12598
4021,22,237,12601,Xã Canh Tân,xa-canh-tan,12601
4022,22,237,12604,Xã Hòa Tiến,xa-hoa-tien,12604
4023,22,237,12607,Xã Hùng Dũng,xa-hung-dung,12607
4024,22,237,12610,Xã Tân Tiến,xa-tan-tien,12610
4025,22,237,12613,Thị trấn Hưng Nhân,thi-tran-hung-nhan,12613
4026,22,237,12616,Xã Đoan Hùng,xa-doan-hung,12616
4027,22,237,12619,Xã Duyên Hải,xa-duyen-hai,12619
4028,22,237,12622,Xã Tân Hòa,xa-tan-hoa,12622
4029,22,237,12625,Xã Văn Cẩm,xa-van-cam,12625
4030,22,237,12628,Xã Bắc Sơn,xa-bac-son,12628
4031,22,237,12631,Xã Đông Đô,xa-dong-do,12631
4032,22,237,12634,Xã Phúc Khánh,xa-phuc-khanh,12634
4033,22,237,12637,Xã Liên Hiệp,xa-lien-hiep,12637
4034,22,237,12640,Xã Tây Đô,xa-tay-do,12640
4035,22,237,12643,Xã Thống Nhất,xa-thong-nhat,12643
4036,22,237,12646,Xã Tiến Đức,xa-tien-duc,12646
4037,22,237,12649,Xã Thái Hưng,xa-thai-hung,12649
4038,22,237,12652,Xã Thái Phương,xa-thai-phuong,12652
4039,22,237,12655,Xã Hòa Bình,xa-hoa-binh,12655
4040,22,237,12656,Xã Chi Lăng,xa-chi-lang,12656
4041,22,237,12658,Xã Minh Khai,xa-minh-khai,12658
4042,22,237,12661,Xã Hồng An,xa-hong-an,12661
4043,22,237,12664,Xã Kim Chung,xa-kim-chung,12664
4044,22,237,12667,Xã Hồng Lĩnh,xa-hong-linh,12667
4045,22,237,12670,Xã Minh Tân,xa-minh-tan,12670
4046,22,237,12673,Xã Văn Lang,xa-van-lang,12673
4047,22,237,12676,Xã Độc Lập,xa-doc-lap,12676
4048,22,237,12679,Xã Chí Hòa,xa-chi-hoa,12679
4049,22,237,12682,Xã Minh Hòa,xa-minh-hoa,12682
4050,22,237,12685,Xã Hồng Minh,xa-hong-minh,12685
4051,22,238,12688,Thị trấn Đông Hưng,thi-tran-dong-hung,12688
4052,22,238,12691,Xã Đô Lương,xa-do-luong,12691
4053,22,238,12694,Xã Đông Phương,xa-dong-phuong,12694
4054,22,238,12697,Xã Liên Giang,xa-lien-giang,12697
4055,22,238,12700,Xã An Châu,xa-an-chau,12700
4056,22,238,12703,Xã Đông Sơn,xa-dong-son,12703
4057,22,238,12706,Xã Đông Cường,xa-dong-cuong,12706
4058,22,238,12709,Xã Phú Lương,xa-phu-luong,12709
4059,22,238,12712,Xã Mê Linh,xa-me-linh,12712
4060,22,238,12715,Xã Lô Giang,xa-lo-giang,12715
4061,22,238,12718,Xã Đông La,xa-dong-la,12718
4062,22,238,12721,Xã Minh Tân,xa-minh-tan,12721
4063,22,238,12724,Xã Đông Xá,xa-dong-xa,12724
4064,22,238,12727,Xã Chương Dương,xa-chuong-duong,12727
4065,22,238,12730,Xã Nguyên Xá,xa-nguyen-xa,12730
4066,22,238,12733,Xã Phong Châu,xa-phong-chau,12733
4067,22,238,12736,Xã Hợp Tiến,xa-hop-tien,12736
4068,22,238,12739,Xã Hồng Việt,xa-hong-viet,12739
4069,22,238,12745,Xã Hà Giang,xa-ha-giang,12745
4070,22,238,12748,Xã Đông Kinh,xa-dong-kinh,12748
4071,22,238,12751,Xã Đông Hợp,xa-dong-hop,12751
4072,22,238,12754,Xã Thăng Long,xa-thang-long,12754
4073,22,238,12757,Xã Đông Các,xa-dong-cac,12757
4074,22,238,12760,Xã Phú Châu,xa-phu-chau,12760
4075,22,238,12763,Xã Liên Hoa,xa-lien-hoa,12763
4076,22,238,12769,Xã Đông Tân,xa-dong-tan,12769
4077,22,238,12772,Xã Đông Vinh,xa-dong-vinh,12772
4078,22,238,12775,Xã Đông Động,xa-dong-dong,12775
4079,22,238,12778,Xã Hồng Bạch,xa-hong-bach,12778
4080,22,238,12784,Xã Trọng Quan,xa-trong-quan,12784
4081,22,238,12790,Xã Hồng Giang,xa-hong-giang,12790
4082,22,238,12793,Xã Đông Quan,xa-dong-quan,12793
4083,22,238,12796,Xã Đông Quang,xa-dong-quang,12796
4084,22,238,12799,Xã Đông Xuân,xa-dong-xuan,12799
4085,22,238,12802,Xã Đông Á,xa-dong-a,12802
4086,22,238,12808,Xã Đông Hoàng,xa-dong-hoang,12808
